trainNumber	stopOrder	station	arrivalTime	departureTime
G2082/G2083	4	许昌东	6900	7020
G2082/G2083	5	郑州东	8460	8820
G2082/G2083	6	民权北	11340	11460
G2082/G2083	7	徐州东	14940	16200
G2082/G2083	8	泰安	19260	19380
G2082/G2083	9	济南西	20400	21240
G2082/G2083	10	济南东	22620	23100
G2082/G2083	11	邹平	24060	24180
G2082/G2083	12	淄博北	24840	24960
G2082/G2083	13	临淄北	25620	25740
G2082/G2083	14	青州市北	26340	26460
G2082/G2083	15	潍坊北	27420	27600
G2082/G2083	16	即墨北	29940	30420
G2082/G2083	17	莱阳	32040	32160
G2082/G2083	18	桃村北	33360	33480
G2082/G2083	19	烟台南	34500	34620
G2082/G2083	20	威海	36240	0
G2087/G2090	0	烟台	0	0
G2087/G2090	1	桃村北	1680	2400
G2087/G2090	2	莱阳	3600	3840
G2087/G2090	3	夏格庄	4920	5040
G2087/G2090	4	高密北	7080	7200
G2087/G2090	5	潍坊北	8340	8760
G2087/G2090	6	青州市北	9720	9840
G2087/G2090	7	临淄北	10440	10560
G2087/G2090	8	淄博北	11220	11340
G2087/G2090	9	邹平	12000	12120
G2087/G2090	10	济南东	13200	13620
G2087/G2090	11	禹城东	14880	15180
G2087/G2090	12	平原东	15780	16020
G2087/G2090	13	德州东	16680	16980
G2087/G2090	14	衡水北	18600	18780
G2087/G2090	15	辛集南	19740	19920
G2087/G2090	16	石家庄	21600	22080
G2087/G2090	17	邢台东	23820	23940
G2087/G2090	18	安阳东	25620	25740
G2087/G2090	19	新乡东	27300	28440
G2087/G2090	20	郑州东	29760	29940
G2087/G2090	21	洛阳龙门	32160	32340
G2087/G2090	22	灵宝西	34740	34860
G2087/G2090	23	渭南北	36600	36720
G2087/G2090	24	西安北	38100	38400
G2087/G2090	25	鄠邑	39420	39540
G2087/G2090	26	洋县西	42180	42300
G2087/G2090	27	汉中	43380	43620
G2087/G2090	28	广元	46200	46440
G2087/G2090	29	江油	48780	48900
G2087/G2090	30	绵阳	49920	50100
G2087/G2090	31	成都东	52320	0
G2088/G2089	0	成都东	0	0
G2088/G2089	1	德阳	1380	1500
G2088/G2089	2	绵阳	2520	2640
G2088/G2089	3	江油北	4380	4500
G2088/G2089	4	广元	6180	6660
G2088/G2089	5	汉中	9240	9360
G2088/G2089	6	城固北	10020	10140
G2088/G2089	7	佛坪	11520	11640
G2088/G2089	8	阿房宫	13800	14460
G2088/G2089	9	西安北	15420	16620
G2088/G2089	10	华山北	18420	18540
G2088/G2089	11	灵宝西	19500	19620
G2088/G2089	12	洛阳龙门	22140	22260
G2088/G2089	13	郑州东	24540	25140
G2088/G2089	14	安阳东	27660	27780
G2088/G2089	15	邯郸东	28800	28920
G2088/G2089	16	石家庄	31260	31560
G2088/G2089	17	衡水北	33840	34020
G2088/G2089	18	德州东	35640	35820
G2088/G2089	19	济南东	37980	38100
G2088/G2089	20	淄博北	39420	39540
G2088/G2089	21	潍坊北	41160	41280
G2088/G2089	22	烟台	47460	0
G2093/G2096	0	兰州西	0	0
G2093/G2096	1	天水南	4560	4800
G2093/G2096	2	宝鸡南	7440	7680
G2093/G2096	3	杨陵南	9000	9180
G2093/G2096	4	西安北	10920	11580
G2093/G2096	5	华山北	13380	13500
G2093/G2096	6	洛阳龙门	16620	16920
G2093/G2096	7	郑州东	19200	19380
G2093/G2096	8	新乡东	20580	20700
G2093/G2096	9	邢台东	23640	24060
G2093/G2096	10	石家庄	25740	25980
G2093/G2096	11	衡水北	28320	28560
G2093/G2096	12	德州东	30180	30300
G2093/G2096	13	平原东	30960	31080
G2093/G2096	14	齐河	32160	32520
G2093/G2096	15	济南东	33300	33480
G2093/G2096	16	章丘北	34200	34320
G2093/G2096	17	淄博北	35220	35340
G2093/G2096	18	青州市北	36300	36420
G2093/G2096	19	潍坊北	37380	37500
G2093/G2096	20	青岛北	40320	0
G2094/G2095	0	青岛北	0	0
G2094/G2095	1	潍坊北	2700	2880
G2094/G2095	2	青州市北	3840	4020
G2094/G2095	3	淄博北	4980	5220
G2094/G2095	4	邹平	5880	6060
G2094/G2095	5	章丘北	6600	6720
G2094/G2095	6	济南东	7500	7860
G2094/G2095	7	齐河	8640	8760
G2094/G2095	8	禹城东	9540	9660
G2094/G2095	9	德州东	10620	10860
G2094/G2095	10	景州	11820	12000
G2094/G2095	11	衡水北	12960	13140
G2094/G2095	12	辛集南	14100	14280
G2094/G2095	13	石家庄	15960	17040
G2094/G2095	14	邯郸东	19440	19620
G2094/G2095	15	鹤壁东	21240	21360
G2094/G2095	16	新乡东	22320	22440
G2094/G2095	17	郑州东	23760	23940
G2094/G2095	18	洛阳龙门	26100	26220
G2094/G2095	19	华山北	29460	29580
G2094/G2095	20	西安北	31440	31800
G2094/G2095	21	咸阳秦都	32520	32640
G2094/G2095	22	杨陵南	33720	33840
G2094/G2095	23	岐山	34680	34800
G2094/G2095	24	宝鸡南	35580	35820
G2094/G2095	25	天水南	38520	38700
G2094/G2095	26	秦安	39600	39720
G2094/G2095	27	兰州西	43620	0
G2105	0	长沙南	0	0
G2105	1	娄底南	2100	2220
G2105	2	怀化南	5340	5580
G2105	3	芷江	6300	6660
G2105	4	凯里南	9900	10800
G2105	5	贵阳北	13080	0
G2108	0	贵阳北	0	0
G2108	1	凯里南	2280	2400
G2108	2	铜仁南	4500	4980
G2108	3	芷江	6240	6360
G2108	4	怀化南	7140	7320
G2108	5	湘潭北	11700	11820
G2108	6	长沙南	12600	0
G2111	0	长沙南	0	0
G2111	1	湘潭北	840	960
G2111	2	邵阳北	3180	3300
G2111	3	怀化南	5760	6000
G2111	4	芷江	6720	6840
G2111	5	铜仁南	8100	8220
G2111	6	贵阳北	12300	12660
G2111	7	安顺西	14460	14580
G2111	8	普安县	16980	17100
G2111	9	盘州	17820	17940
G2111	10	曲靖北	19380	20040
G2111	11	昆明南	22140	0
G2115	0	长沙南	0	0
G2115	1	怀化南	4920	5100
G2115	2	凯里南	8580	8700
G2115	3	贵阳北	10980	11220
G2115	4	昆明南	18480	0
G2116	0	贵阳北	0	0
G2116	1	铜仁南	4080	4200
G2116	2	怀化南	6120	6420
G2116	3	新化南	8340	8460
G2116	4	长沙南	11700	0
G2117	0	长沙南	0	0
G2117	1	娄底南	2100	2220
G2117	2	邵阳北	3180	3300
G2117	3	怀化南	5760	6000
G2117	4	芷江	6720	6840
G2117	5	新晃西	7860	7980
G2117	6	三穗	9120	9240
G2117	7	凯里南	10740	10860
G2117	8	贵定北	12240	12360
G2117	9	贵阳北	13560	13980
G2117	10	盘州	18300	18420
G2117	11	富源北	19140	19260
G2117	12	曲靖北	20280	20400
G2117	13	昆明南	22500	0
G2118	0	昆明南	0	0
G2118	1	贵阳北	7200	7560
G2118	2	凯里南	9840	9960
G2118	3	怀化南	13560	13740
G2118	4	长沙南	18540	0
G2122	0	昆明南	0	0
G2122	1	曲靖北	2100	2820
G2122	2	富源北	3840	3960
G2122	3	盘州	4680	4800
G2122	4	安顺西	7560	7680
G2122	5	贵阳北	9480	9840
G2122	6	凯里南	12120	12240
G2122	7	三穗	13740	13860
G2122	8	铜仁南	14820	14940
G2122	9	新晃西	15480	15600
G2122	10	怀化南	17040	17280
G2122	11	溆浦南	18480	18600
G2122	12	娄底南	20760	20880
G2122	13	长沙南	23040	0
G2151/G2154	0	长沙南	0	0
G2151/G2154	1	韶山南	1380	1500
G2151/G2154	2	娄底南	2520	2640
G2151/G2154	3	新化南	4080	4200
G2151/G2154	4	怀化南	6180	6420
G2151/G2154	5	芷江	7140	7260
G2151/G2154	6	铜仁南	8520	8640
G2151/G2154	7	凯里南	10740	10860
G2151/G2154	8	贵阳东	12900	13440
G2151/G2154	9	遵义	16380	16500
G2151/G2154	10	綦江东	19920	20460
G2151/G2154	11	重庆西	22080	0
G2152/G2153	0	重庆西	0	0
G2152/G2153	1	遵义	4680	4800
G2152/G2153	2	贵阳东	7680	7980
G2152/G2153	3	贵定北	8940	9120
G2152/G2153	4	凯里南	10500	10680
G2152/G2153	5	铜仁南	12840	13080
G2152/G2153	6	怀化南	14820	15060
G2152/G2153	7	娄底南	18120	18240
G2152/G2153	8	长沙南	20280	0
G2161/G2164	0	长沙南	0	0
G2161/G2164	1	湘潭北	840	960
G2161/G2164	2	邵阳北	3180	3300
G2161/G2164	3	新化南	4080	4200
G2161/G2164	4	怀化南	6180	6360
G2161/G2164	5	凯里南	9840	9960
G2161/G2164	6	贵定北	11280	11640
G2161/G2164	7	贵阳东	12600	12840
G2161/G2164	8	桐梓东	16860	17040
G2161/G2164	9	赶水东	18780	18900
G2161/G2164	10	重庆西	21120	21360
G2161/G2164	11	荣昌北	23160	23280
G2161/G2164	12	内江北	24300	24480
G2161/G2164	13	资阳北	25740	25920
G2161/G2164	14	成都东	27420	0
G2162/G2163	0	成都东	0	0
G2162/G2163	1	资阳北	1500	1620
G2162/G2163	2	荣昌北	3540	3660
G2162/G2163	3	重庆西	5460	5760
G2162/G2163	4	珞璜南	6600	6720
G2162/G2163	5	赶水东	8280	8400
G2162/G2163	6	遵义	11220	11340
G2162/G2163	7	贵阳东	14220	14460
G2162/G2163	8	贵定北	15420	15540
G2162/G2163	9	凯里南	16920	17040
G2162/G2163	10	铜仁南	19140	19260
G2162/G2163	11	怀化南	21000	21300
G2162/G2163	12	娄底南	24360	24480
G2162/G2163	13	长沙南	26520	0
G2201	0	郑州东	0	0
G2201	1	洛阳龙门	2160	2340
G2201	2	三门峡南	4200	4380
G2201	3	渭南北	6720	6840
G2201	4	西安北	8220	8640
G2201	5	鄠邑	9660	9780
G2201	6	汉中	13260	13500
G2201	7	广元	16020	16260
G2201	8	绵阳	19380	19500
G2201	9	德阳	20520	20640
G2201	10	成都东	22140	0
G2203	0	郑州东	0	0
G2203	1	洛阳龙门	2160	2520
G2203	2	渑池南	3660	3780
G2203	3	三门峡南	4800	4920
G2203	4	华山北	6480	6600
G2203	5	西安北	8700	9180
G2203	6	洋县西	12540	12660
G2203	7	汉中	13740	13980
G2203	8	朝天	15840	15960
G2203	9	广元	16860	17100
G2203	10	绵阳	20220	20880
G2203	11	德阳	21900	22020
G2203	12	成都东	23520	0
G2204	0	成都东	0	0
G2204	1	德阳	1380	1560
G2204	2	绵阳	2580	2700
G2204	3	江油	3720	3840
G2204	4	广元	6240	6480
G2204	5	宁强南	7800	7920
G2204	6	汉中	9420	9540
G2204	7	鄠邑	12840	12960
G2204	8	西安北	14280	14520
G2204	9	华山北	16320	16500
G2204	10	洛阳龙门	19620	19800
G2204	11	巩义南	20640	20760
G2204	12	郑州东	22500	0
G2205	0	商丘	0	0
G2205	1	民权北	900	1020
G2205	2	兰考南	1800	1920
G2205	3	开封北	2880	3000
G2205	4	郑州东	4320	4500
G2205	5	郑州西	5460	5580
G2205	6	渑池南	7920	8100
G2205	7	华山北	10440	10560
G2205	8	渭南北	11700	11820
G2205	9	西安北	13140	13740
G2205	10	鄠邑	14760	14940
G2205	11	佛坪	16800	16980
G2205	12	汉中	18840	19140
G2205	13	广元	21720	22140
G2205	14	绵阳	25260	25380
G2205	15	青白江东	26940	27060
G2205	16	成都东	28020	0
G2206	0	重庆西	0	0
G2206	1	荣昌北	1740	1860
G2206	2	成都东	5040	5520
G2206	3	新都东	6180	6300
G2206	4	绵阳	8040	8160
G2206	5	广元	11340	11820
G2206	6	汉中	14460	14640
G2206	7	佛坪	16500	16620
G2206	8	阿房宫	18780	18900
G2206	9	西安北	19800	20280
G2206	10	华山北	22080	22200
G2206	11	灵宝西	23160	23280
G2206	12	渑池南	24960	25080
G2206	13	洛阳龙门	26160	26460
G2206	14	郑州东	28740	29760
G2206	15	开封北	30960	31080
G2206	16	兰考南	32040	32160
G2206	17	民权北	32940	33060
G2206	18	商丘	34020	34140
G2206	19	砀山南	35160	35280
G2206	20	徐州东	37260	0
G2207	0	徐州东	0	0
G2207	1	永城北	1560	1680
G2207	2	砀山南	2340	2460
G2207	3	商丘	3480	3600
G2207	4	民权北	4560	4680
G2207	5	兰考南	5460	5580
G2207	6	开封北	6540	6660
G2207	7	郑州东	7920	8820
G2207	8	洛阳龙门	10980	11100
G2207	9	灵宝西	13560	13680
G2207	10	渭南北	15480	15600
G2207	11	西安北	16920	17400
G2207	12	城固北	21120	21240
G2207	13	汉中	21960	22200
G2207	14	宁强南	23580	23760
G2207	15	广元	25200	25560
G2207	16	绵阳	28680	28800
G2207	17	德阳	29820	29940
G2207	18	青白江东	30720	30840
G2207	19	成都东	31740	32160
G2207	20	璧山	36060	36180
G2207	21	重庆西	37200	0
G2208	0	成都东	0	0
G2208	1	德阳	1380	1500
G2208	2	绵阳	2520	2640
G2208	3	广元	5820	6120
G2208	4	汉中	8700	8880
G2208	5	洋县西	9900	10500
G2208	6	西安北	14100	14580
G2208	7	渭南北	15600	15720
G2208	8	华山北	16860	16980
G2208	9	洛阳龙门	20100	20220
G2208	10	郑州东	22500	0
G2210	0	成都东	0	0
G2210	1	德阳	1440	1560
G2210	2	江油北	4080	4260
G2210	3	广元	5940	6360
G2210	4	汉中	9000	9300
G2210	5	鄠邑	12600	12720
G2210	6	西安北	14040	14520
G2210	7	华山北	16320	16620
G2210	8	三门峡南	18180	18300
G2210	9	洛阳龙门	20160	20340
G2210	10	郑州东	22620	0
G2211	0	郑州东	0	0
G2211	1	巩义南	1620	1740
G2211	2	渑池南	3420	4080
G2211	3	华山北	6420	7200
G2211	4	渭南北	8280	8400
G2211	5	西安北	9720	10320
G2211	6	城固北	14040	14160
G2211	7	汉中	14880	15120
G2211	8	广元	17700	17940
G2211	9	绵阳	21060	21300
G2211	10	德阳	22320	23040
G2211	11	成都东	24540	0
G2212	0	成都东	0	0
G2212	1	德阳	1380	1500
G2212	2	绵阳	2520	3000
G2212	3	广元	6180	6420
G2212	4	宁强南	7740	7860
G2212	5	汉中	9360	9660
G2212	6	西安北	14040	14460
G2212	7	洛阳龙门	19080	19200
G2212	8	郑州东	21480	0
G2213	0	郑州东	0	0
G2213	1	洛阳龙门	2160	2760
G2213	2	三门峡南	4620	4740
G2213	3	华山北	6300	6480
G2213	4	西安北	8640	9060
G2213	5	洋县西	12420	12600
G2213	6	汉中	13680	13920
G2213	7	广元	16500	16740
G2213	8	绵阳	19860	19980
G2213	9	成都东	22260	0
G2214	0	成都东	0	0
G2214	1	德阳	1380	1500
G2214	2	绵阳	2520	2640
G2214	3	广元	5820	6060
G2214	4	宁强南	7440	7560
G2214	5	汉中	9060	9300
G2214	6	西安北	13680	14040
G2214	7	三门峡南	17100	17280
G2214	8	郑州东	21120	0
G2215	0	郑州东	0	0
G2215	1	郑州西	960	1080
G2215	2	洛阳龙门	2580	2700
G2215	3	三门峡南	4560	4680
G2215	4	灵宝西	5580	5700
G2215	5	华山北	6660	7320
G2215	6	渭南北	8460	8640
G2215	7	西安北	9960	10200
G2215	8	阿房宫	10860	10980
G2215	9	鄠邑	11580	11700
G2215	10	汉中	15180	15360
G2215	11	广元	17940	18360
G2215	12	绵阳	21480	21660
G2215	13	德阳	22680	22860
G2215	14	成都东	24360	24720
G2215	15	简阳南	25860	25980
G2215	16	隆昌北	27840	27960
G2215	17	璧山	29460	29640
G2215	18	重庆西	30720	0
G2216	0	重庆西	0	0
G2216	1	荣昌北	1740	1860
G2216	2	内江北	2940	3060
G2216	3	资阳北	4320	4440
G2216	4	成都东	6000	6420
G2216	5	德阳	7800	7920
G2216	6	绵阳	8940	9060
G2216	7	江油	10080	10260
G2216	8	广元	12660	13020
G2216	9	汉中	15660	15840
G2216	10	城固北	16500	16620
G2216	11	鄠邑	19500	19680
G2216	12	西安北	21000	21840
G2216	13	华山北	23640	23760
G2216	14	三门峡南	25320	25440
G2216	15	洛阳龙门	27300	27480
G2216	16	郑州东	29760	0
G2217	0	郑州东	0	0
G2217	1	巩义南	1620	1980
G2217	2	三门峡南	4380	4500
G2217	3	灵宝西	5400	6060
G2217	4	渭南北	7800	7920
G2217	5	西安北	9240	9840
G2217	6	城固北	13560	13680
G2217	7	汉中	14400	14700
G2217	8	广元	17280	17520
G2217	9	绵阳	20640	20760
G2217	10	德阳	21780	22140
G2217	11	青白江东	22920	23040
G2217	12	成都东	23940	0
G2218	0	成都东	0	0
G2218	1	德阳	1380	1500
G2218	2	江油	3300	3420
G2218	3	广元	5820	6180
G2218	4	汉中	8760	9060
G2218	5	洋县西	10080	10200
G2218	6	鄠邑	12720	12900
G2218	7	西安北	14220	14460
G2218	8	洛阳龙门	19080	19200
G2218	9	郑州东	21480	0
G2231	0	西安北	0	0
G2231	1	鄠邑	1020	1200
G2231	2	城固北	4200	4320
G2231	3	汉中	5040	5280
G2231	4	宁强南	6660	6840
G2231	5	广元	8220	8460
G2231	6	剑门关	9240	9360
G2231	7	江油	11160	11280
G2231	8	绵阳	12300	12480
G2231	9	德阳	13500	13620
G2231	10	成都东	15120	15480
G2231	11	重庆西	20100	0
G2232	0	重庆西	0	0
G2232	1	成都东	4620	4980
G2232	2	新都东	5640	5760
G2232	3	广汉北	6420	6540
G2232	4	绵阳	7860	7980
G2232	5	剑门关	10560	10680
G2232	6	广元	11520	11760
G2232	7	汉中	14400	14880
G2232	8	佛坪	16680	16800
G2232	9	鄠邑	18600	18720
G2232	10	西安北	19920	0
G2301/G2304	0	贵阳北	0	0
G2301/G2304	1	凯里南	2280	2700
G2301/G2304	2	三穗	4200	4320
G2301/G2304	3	新晃西	5460	5580
G2301/G2304	4	怀化南	7020	7260
G2301/G2304	5	邵阳北	9660	9780
G2301/G2304	6	娄底南	10740	10860
G2301/G2304	7	湘潭北	12420	12540
G2301/G2304	8	长沙南	13320	13620
G2301/G2304	9	萍乡北	15420	15540
G2301/G2304	10	宜春	16620	16740
G2301/G2304	11	高安	18600	18720
G2301/G2304	12	南昌西	19680	20160
G2301/G2304	13	抚州东	21660	21780
G2301/G2304	14	弋阳	23160	23280
G2301/G2304	15	上饶	24300	24420
G2301/G2304	16	衢州	26100	26400
G2301/G2304	17	金华	27660	27840
G2301/G2304	18	金华南	28500	28620
G2301/G2304	19	永康南	29700	29820
G2301/G2304	20	缙云西	30480	30600
G2301/G2304	21	丽水	31380	31500
G2301/G2304	22	青田	32640	32760
G2301/G2304	23	温州南	33960	0
G2302/G2303	0	温州南	0	0
G2302/G2303	1	青田	1140	1260
G2302/G2303	2	丽水	2400	2520
G2302/G2303	3	永康南	3720	3840
G2302/G2303	4	金华南	4980	5100
G2302/G2303	5	金华	5880	6060
G2302/G2303	6	衢州	7380	7500
G2302/G2303	7	上饶	9060	9180
G2302/G2303	8	进贤南	11760	11880
G2302/G2303	9	南昌西	12960	13260
G2302/G2303	10	萍乡北	16560	16740
G2302/G2303	11	醴陵东	17460	17580
G2302/G2303	12	长沙南	19080	19320
G2302/G2303	13	娄底南	21420	21540
G2302/G2303	14	溆浦南	23700	24060
G2302/G2303	15	怀化南	25320	25560
G2302/G2303	16	新晃西	27000	27120
G2302/G2303	17	三穗	28380	28500
G2302/G2303	18	凯里南	30000	30120
G2302/G2303	19	贵阳北	32400	0
G2305/G2308	0	贵阳北	0	0
G2305/G2308	1	凯里南	2280	2400
G2305/G2308	2	铜仁南	4500	4620
G2305/G2308	3	芷江	5880	6000
G2305/G2308	4	怀化南	6720	6960
G2305/G2308	5	娄底南	10140	10260
G2305/G2308	6	韶山南	11280	11400
G2305/G2308	7	长沙南	12720	13020
G2305/G2308	8	醴陵东	14460	14580
G2305/G2308	9	萍乡北	15180	15300
G2305/G2308	10	新余北	16980	17100
G2305/G2308	11	高安	18420	18540
G2305/G2308	12	南昌西	19440	19740
G2305/G2308	13	进贤南	20820	20940
G2305/G2308	14	弋阳	22800	22920
G2305/G2308	15	上饶	23940	24060
G2305/G2308	16	衢州	25740	25860
G2305/G2308	17	金华	27120	27240
G2305/G2308	18	金华南	27960	28080
G2305/G2308	19	武义北	28740	28860
G2305/G2308	20	永康南	29520	29640
G2305/G2308	21	丽水	30780	30900
G2305/G2308	22	温州南	33060	0
G2306/G2307	0	温州南	0	0
G2306/G2307	1	青田	1140	1260
G2306/G2307	2	丽水	2400	2520
G2306/G2307	3	缙云西	3360	3540
G2306/G2307	4	永康南	4260	4440
G2306/G2307	5	武义北	5100	5220
G2306/G2307	6	金华	6360	6540
G2306/G2307	7	衢州	7860	7980
G2306/G2307	8	玉山南	9120	9300
G2306/G2307	9	南昌西	13140	13380
G2306/G2307	10	宜春	15960	16080
G2306/G2307	11	萍乡北	17160	17340
G2306/G2307	12	长沙南	19380	19980
G2306/G2307	13	湘潭北	20820	21120
G2306/G2307	14	娄底南	22680	22800
G2306/G2307	15	新化南	24240	24540
G2306/G2307	16	怀化南	26640	26880
G2306/G2307	17	铜仁南	28560	28680
G2306/G2307	18	凯里南	30780	30900
G2306/G2307	19	贵阳北	33240	0
G2311/G2314	0	长沙南	0	0
G2311/G2314	1	萍乡北	1740	1860
G2311/G2314	2	宜春	2940	3060
G2311/G2314	3	新余北	3960	4080
G2311/G2314	4	南昌西	6000	6300
G2311/G2314	5	鹰潭北	8400	8520
G2311/G2314	6	上饶	10080	10380
G2311/G2314	7	玉山南	11160	11460
G2311/G2314	8	衢州	12660	12780
G2311/G2314	9	金华	14160	14340
G2311/G2314	10	金华南	15000	15120
G2311/G2314	11	永康南	16200	16320
G2311/G2314	12	缙云西	16920	17040
G2311/G2314	13	丽水	17820	17940
G2311/G2314	14	温州南	20100	0
G2312/G2313	0	温州南	0	0
G2312/G2313	1	青田	1140	1260
G2312/G2313	2	丽水	2400	2520
G2312/G2313	3	武义北	4140	4260
G2312/G2313	4	金华南	4920	5040
G2312/G2313	5	金华	5760	5880
G2312/G2313	6	衢州	7140	7500
G2312/G2313	7	弋阳	10020	10140
G2312/G2313	8	抚州东	11460	12000
G2312/G2313	9	南昌西	13560	13920
G2312/G2313	10	宜春	16440	16560
G2312/G2313	11	萍乡北	17580	17700
G2312/G2313	12	长沙南	19620	0
G2315/G2318	0	长沙南	0	0
G2315/G2318	1	萍乡北	1740	1860
G2315/G2318	2	宜春	2940	3360
G2315/G2318	3	高安	5280	5400
G2315/G2318	4	南昌西	6300	6480
G2315/G2318	5	进贤南	7560	7680
G2315/G2318	6	上饶	10260	10440
G2315/G2318	7	金华	13080	13200
G2315/G2318	8	金华南	13860	13980
G2315/G2318	9	武义北	14640	14760
G2315/G2318	10	永康南	15420	15540
G2315/G2318	11	丽水	16680	16800
G2315/G2318	12	温州南	18960	0
G2316/G2317	0	温州南	0	0
G2316/G2317	1	丽水	2040	2160
G2316/G2317	2	缙云西	2940	3060
G2316/G2317	3	永康南	3720	3840
G2316/G2317	4	金华南	4980	5160
G2316/G2317	5	金华	5880	6000
G2316/G2317	6	衢州	7320	7440
G2316/G2317	7	上饶	9060	9300
G2316/G2317	8	抚州东	11400	11520
G2316/G2317	9	南昌西	13080	13320
G2316/G2317	10	宜春	15900	16020
G2316/G2317	11	萍乡北	17040	17460
G2316/G2317	12	醴陵东	18180	18300
G2316/G2317	13	长沙南	19800	0
G2321/G2324	0	南昌西	0	0
G2321/G2324	1	鹰潭北	2040	2220
G2321/G2324	2	上饶	3780	3960
G2321/G2324	3	玉山南	4740	4920
G2321/G2324	4	衢州	6180	6300
G2321/G2324	5	龙游	6960	7320
G2321/G2324	6	金华	8220	8640
G2321/G2324	7	金华南	9300	9420
G2321/G2324	8	永康南	10500	10620
G2321/G2324	9	缙云西	11220	11340
G2321/G2324	10	温州南	14040	0
G2322/G2323	0	温州南	0	0
G2322/G2323	1	青田	1140	1260
G2322/G2323	2	丽水	2400	2520
G2322/G2323	3	永康南	3720	3840
G2322/G2323	4	武义北	4500	4620
G2322/G2323	5	金华南	5280	5460
G2322/G2323	6	金华	6360	6540
G2322/G2323	7	江山	8160	8280
G2322/G2323	8	上饶	9480	9600
G2322/G2323	9	鹰潭北	11160	11280
G2322/G2323	10	南昌	13860	0
G2331/G2334	0	贵阳北	0	0
G2331/G2334	1	贵定北	1200	1320
G2331/G2334	2	凯里南	2700	2820
G2331/G2334	3	怀化南	6420	6600
G2331/G2334	4	新化南	8520	8640
G2331/G2334	5	娄底南	10080	10200
G2331/G2334	6	湘潭北	11760	11880
G2331/G2334	7	长沙南	12660	12960
G2331/G2334	8	醴陵东	14400	14520
G2331/G2334	9	萍乡北	15120	15240
G2331/G2334	10	宜春	16320	16440
G2331/G2334	11	新余北	17340	17460
G2331/G2334	12	南昌西	19380	19620
G2331/G2334	13	抚州东	21180	21540
G2331/G2334	14	鹰潭北	22380	22560
G2331/G2334	15	上饶	24120	24240
G2331/G2334	16	衢州	25920	26100
G2331/G2334	17	龙游	26760	27180
G2331/G2334	18	金华	28080	28200
G2331/G2334	19	义乌	29160	29280
G2331/G2334	20	诸暨	30120	30180
G2331/G2334	21	杭州东	31680	33000
G2331/G2334	22	绍兴北	34080	34260
G2331/G2334	23	余姚北	35340	35460
G2331/G2334	24	宁波	36600	37860
G2331/G2334	25	宁海	39540	0
G2332/G2333	0	宁海	0	0
G2332/G2333	1	宁波	1860	2520
G2332/G2333	2	余姚北	3720	3840
G2332/G2333	3	绍兴北	4920	5280
G2332/G2333	4	杭州东	6480	7560
G2332/G2333	5	金华	10200	10320
G2332/G2333	6	衢州	11580	11700
G2332/G2333	7	江山	12420	12600
G2332/G2333	8	鹰潭北	15060	15240
G2332/G2333	9	南昌西	17340	17520
G2332/G2333	10	高安	18480	18600
G2332/G2333	11	宜春	20460	20580
G2332/G2333	12	萍乡北	21660	21780
G2332/G2333	13	醴陵东	22500	22920
G2332/G2333	14	长沙南	24420	24720
G2332/G2333	15	湘潭北	25560	25680
G2332/G2333	16	新化南	28380	28500
G2332/G2333	17	怀化南	30480	30720
G2332/G2333	18	新晃西	32160	32580
G2332/G2333	19	三穗	33720	33840
G2332/G2333	20	凯里南	35340	35460
G2332/G2333	21	贵阳北	37800	0
G2335	0	南京南	0	0
G2335	1	湖州	2760	2880
G2335	2	杭州东	4140	4260
G2335	3	义乌	6240	6360
G2335	4	衢州	8280	8460
G2335	5	江山	9180	9960
G2335	6	上饶	11160	11280
G2335	7	鹰潭北	12840	13020
G2335	8	南昌西	15120	15360
G2335	9	新余北	17280	17400
G2335	10	宜春	18300	18420
G2335	11	萍乡北	19500	19620
G2335	12	长沙南	21540	21900
G2335	13	湘潭北	22740	22860
G2335	14	娄底南	24420	24540
G2335	15	邵阳北	25500	25620
G2335	16	溆浦南	27120	27240
G2335	17	怀化南	28560	28740
G2335	18	芷江	29460	29580
G2335	19	三穗	31440	31560
G2335	20	贵定北	34140	34260
G2335	21	贵阳北	35520	0
G2336	0	贵阳北	0	0
G2336	1	凯里南	2280	2700
G2336	2	三穗	4200	4320
G2336	3	怀化南	6660	6840
G2336	4	溆浦南	8040	8160
G2336	5	娄底南	10320	10440
G2336	6	湘潭北	12000	12120
G2336	7	长沙南	12900	13440
G2336	8	醴陵东	14880	15240
G2336	9	萍乡北	15840	16320
G2336	10	新余北	18000	18120
G2336	11	南昌西	20100	20340
G2336	12	抚州东	21900	22320
G2336	13	鹰潭北	23100	23280
G2336	14	上饶	24840	24960
G2336	15	衢州	26640	26760
G2336	16	金华	28080	28260
G2336	17	义乌	29220	29400
G2336	18	杭州东	31440	31680
G2336	19	德清	32460	32580
G2336	20	湖州	33360	33480
G2336	21	宜兴	34500	34620
G2336	22	溧水	35940	36060
G2336	23	南京南	36960	0
G2337/G2340	0	南宁	0	0
G2337/G2340	1	南宁东	660	840
G2337/G2340	2	来宾北	3360	3480
G2337/G2340	3	柳州	5040	5220
G2337/G2340	4	桂林北	9660	9900
G2337/G2340	5	东安东	13560	13680
G2337/G2340	6	永州	14700	15060
G2337/G2340	7	祁阳	16020	16140
G2337/G2340	8	衡阳东	18480	18660
G2337/G2340	9	长沙南	21180	21480
G2337/G2340	10	萍乡北	23220	23340
