trainNumber	trainType	originDepartureTime
G1384	G	29700
G1387	G	44400
G1388	G	57180
G1389	G	47400
G1390	G	49260
G1391	G	42180
G1392	G	32880
G1393	G	63900
G1394	G	64020
G1395	G	66480
G1397	G	30480
G1398	G	35400
G1401	G	26400
G1402	G	46800
G1403	G	28380
G1404	G	57360
G1405	G	39660
G1406	G	65160
G1407	G	61080
G1408	G	22980
G1415/G1418	G	56220
G1416/G1417	G	25200
G1421	G	24120
G1422	G	39600
G1431/G1434	G	35400
G1432/G1433	G	59160
G1451	G	45000
G1452	G	29520
G1457/G1460	G	25080
G1458	G	63840
G1461	G	57540
G1462	G	45180
G1479	G	54900
G1480	G	42600
G1481	G	41520
G1482	G	31200
G1483	G	54900
G1484	G	28680
G1492	G	28860
G1493	G	46800
G1495	G	50280
G1496	G	32640
G1501	G	36180
G1502	G	33300
G1503	G	30660
G1504	G	36600
G1506	G	39780
G1509	G	25200
G1510	G	50220
G1511	G	30300
G1514	G	57600
G1521	G	28860
G1524	G	51780
G1525	G	31260
G1526	G	56400
G1532	G	44940
G1533	G	32520
G1535	G	30600
G1536	G	39000
G1537	G	38280
G1538	G	31560
G1539	G	32700
G1540	G	37200
G1545	G	31380
G1546	G	27900
G1558/G1559	G	54960
G1560/G1561	G	25980
G1563	G	63360
G1564	G	24120
G1567	G	65700
G1568	G	23820
G1571	G	63660
G1572	G	26760
G1581/G1584	G	32040
G1582/G1583	G	56040
G1601	G	33900
G1602	G	32040
G1603	G	31200
G1604	G	39420
G1607/G1610	G	53700
G1608/G1609	G	29760
G1611	G	30000
G1612	G	53880
G1613/G1616	G	31260
G1614/G1615	G	50400
G1619	G	32880
G1620	G	51120
G1625/G1628	G	28680
G1626/G1627	G	58680
G1631	G	28440
G1632	G	28740
G1633	G	44700
G1634	G	32460
G1635	G	52500
G1636	G	45180
G1637	G	54780
G1638	G	46680
G1639	G	62520
G1640	G	64500
G1641	G	68100
G1642	G	53820
G1643/G1646	G	32820
G1644/G1645	G	58320
G1647/G1650	G	52020
G1648/G1649	G	28620
G1651	G	24900
G1652	G	32400
G1653	G	29700
G1654	G	47460
G1655	G	33780
G1656	G	51000
G1657	G	37140
G1658	G	58620
G1659	G	46620
G1660	G	61620
G1661/G1664	G	27000
G1662/G1663	G	43320
G1665	G	26400
G1666	G	50460
G1667	G	25020
G1668	G	56160
G1669	G	25080
G1670	G	53460
G1672	G	24900
G1673	G	42960
G1674	G	36660
G1675	G	47640
G1676	G	28200
G1677	G	59340
G1679	G	51540
G1680	G	26940
G1681/G1684	G	34620
G1682/G1683	G	31260
G1685/G1688	G	32940
G1686/G1687	G	34380
G1689	G	67260
G1690	G	27840
G1691/G1694	G	56760
G1692/G1693	G	29880
G1695/G1698	G	31260
G1696/G1697	G	40260
G1701/G1704	G	27720
G1702/G1703	G	37800
G1709	G	29100
G1711	G	57900
G1712	G	29700
G1713	G	34500
G1714	G	29580
G1715/G1718	G	28440
G1716/G1717	G	47100
G1719/G1722	G	28800
G1720/G1721	G	49860
G1723/G1726	G	58500
G1724/G1725	G	42360
G1727/G1730	G	35280
G1728/G1729	G	60660
G1731/G1734	G	27300
G1732/G1733	G	58500
G1735/G1738	G	30300
G1736/G1737	G	55740
G1741	G	23880
G1742	G	45600
G1743	G	56820
G1744	G	24480
G1745	G	69720
G1746	G	28500
G1747	G	56400
G1748	G	26520
G1751/G1754	G	29640
G1752/G1753	G	36780
G1755/G1758	G	27000
G1756/G1757	G	25620
G1759/G1762	G	25680
G1760/G1761	G	54720
G1763/G1766	G	26820
G1764/G1765	G	67260
G1767/G1770	G	37140
G1768/G1769	G	57480
G1771/G1774	G	48720
G1772/G1773	G	24420
G1775/G1778	G	26100
G1776/G1777	G	55020
G1802/G1803	G	22500
G1805/G1808	G	28380
G1806/G1807	G	33180
G1809/G1812	G	30060
G1810/G1811	G	45180
G1813/G1816	G	32700
G1814/G1815	G	51300
G1817/G1820	G	48300
G1818/G1819	G	52320
G1821/G1824	G	46200
G1822/G1823	G	56400
G1825/G1828	G	51300
G1826/G1827	G	66000
G1831	G	25260
G1832	G	36780
G1833	G	24180
G1834	G	46500
G1835/G1838	G	28620
G1836/G1837	G	28500
G1839/G1842	G	23340
G1840/G1841	G	31980
G1843/G1846	G	35880
G1844/G1845	G	27720
G1847/G1850	G	36600
G1848/G1849	G	30600
G1851/G1854	G	58200
G1852/G1853	G	30780
G1855/G1858	G	50580
G1856/G1857	G	46560
G1861/G1864	G	46200
G1862/G1863	G	26040
G1865/G1868	G	52140
G1866/G1867	G	23100
G1869/G1872	G	39360
G1870/G1871	G	49860
G1873/G1876	G	43140
G1874/G1875	G	25680
G1877/G1880	G	59160
G1878/G1879	G	24840
G1881/G1884	G	49200
G1882/G1883	G	26280
G1885/G1888	G	35700
G1886/G1887	G	29220
G1889/G1892	G	28740
G1890/G1891	G	60780
G1893/G1896	G	31200
G1894/G1895	G	30120
G1897/G1900	G	27000
G1898/G1899	G	57120
G1901/G1904	G	27000
G1902/G1903	G	29580
G1905/G1908	G	23400
G1906/G1907	G	55140
G1911/G1914	G	23160
G1915/G1918	G	33780
G1919/G1922	G	37380
G1920/G1921	G	33840
G1923/G1926	G	44640
G1924/G1925	G	42000
G1928/G1929	G	46500
G1932/G1933	G	49440
G1935/G1938	G	54780
G1936/G1937	G	58320
G1939/G1942	G	57000
G1940/G1941	G	61560
G1951/G1954	G	37380
G1952/G1953	G	26040
G1955/G1958	G	31740
G1956/G1957	G	43080
G1961/G1964	G	25860
G1962/G1963	G	50460
G1965/G1968	G	27480
G1966/G1967	G	55920
G1969/G1972	G	38280
G1970/G1971	G	22200
G1973/G1976	G	33120
G1974/G1975	G	26220
G1981/G1984	G	32940
G1982/G1983	G	29700
G1991/G1994	G	27900
G1992/G1993	G	43080
G2001	G	28320
G2002	G	29400
G2003	G	29700
G2004	G	73020
G2021	G	30720
G2022	G	52920
G2023	G	30420
G2024	G	56460
G2025	G	24600
G2026	G	58860
G2031	G	29940
G2032	G	55140
G2035/G2038	G	27000
G2036/G2037	G	50160
G2039/G2042	G	33780
G2040/G2041	G	47520
G2045/G2048	G	29640
G2046/G2047	G	25620
G2051/G2054	G	43260
G2052/G2053	G	30900
G2055/G2058	G	36840
G2056/G2057	G	29100
G2059	G	26400
G2060	G	52320
G2065/G2068	G	27660
G2066/G2067	G	27240
G2069/G2072	G	54000
G2070/G2071	G	29100
G2073/G2076	G	57960
G2074/G2075	G	27240
G2077/G2080	G	27780
G2078/G2079	G	40020
G2081/G2084	G	39000
G2082/G2083	G	31800
G2087/G2090	G	26700
G2088/G2089	G	35340
G2093/G2096	G	37320
G2094/G2095	G	38100
G2105	G	47820
G2108	G	63600
G2111	G	26940
G2115	G	30180
G2116	G	29460
G2117	G	30840
G2118	G	50700
G2122	G	50100
G2151/G2154	G	39000
G2152/G2153	G	62400
G2161/G2164	G	28620
G2162/G2163	G	57540
G2201	G	25800
G2203	G	30060
G2204	G	29280
G2205	G	31020
G2206	G	41880
G2207	G	28620
G2208	G	49200
G2210	G	55680
G2211	G	58560
G2212	G	61020
G2213	G	33960
G2214	G	57600
G2215	G	39060
G2216	G	40020
G2217	G	32880
G2218	G	58260
G2231	G	61560
G2232	G	25500
G2301/G2304	G	30600
G2302/G2303	G	37200
G2305/G2308	G	33420
G2306/G2307	G	29100
G2311/G2314	G	48600
G2312/G2313	G	26340
G2315/G2318	G	31920
G2316/G2317	G	52200
G2321/G2324	G	35700
G2322/G2323	G	51300
G2331/G2334	G	32100
G2332/G2333	G	25680
G2335	G	43560
G2336	G	38220
G2337/G2340	G	21960
G2338/G2339	G	43320
G2341/G2344	G	31200
G2342/G2343	G	26880
G2345/G2348	G	34920
G2346/G2347	G	61740
G2355/G2358	G	33780
G2356/G2357	G	57360
G2361/G2364	G	27420
G2362/G2363	G	33660
G2365	G	25920
G2366	G	55380
G2369/G2372	G	24240
G2370/G2371	G	25380
G2379	G	45300
G2380	G	21960
G2381	G	60420
G2382	G	38220
G2385	G	28800
G2386	G	55920
G2387/G2390	G	26160
G2391/G2394	G	56040
G2392/G2393	G	26400
G2395/G2398	G	30240
G2396/G2397	G	45540
G2601/G2604	G	56040
G2602/G2603	G	27840
G2605/G2608	G	50520
G2606/G2607	G	29700
G2609	G	38460
G2610	G	52980
G2621/G2624	G	38220
G2622/G2623	G	40200
G2625/G2628	G	29580
G2626/G2627	G	27180
G2629/G2632	G	32400
G2630/G2631	G	36780
G2633	G	46800
G2634	G	62940
G2635	G	36900
G2636	G	48360
G2651/G2654	G	38460
G2652/G2653	G	26400
G2811/G2814	G	31080
G2812/G2813	G	59160
G2851/G2854	G	40980
G2852/G2853	G	35100
G2855	G	29220
G2856	G	31500
G2867	G	54420
G2868	G	35880
G2869	G	27780
G2870	G	53520
G2871	G	28800
G2872	G	30900
G2873	G	32700
G2874	G	34920
G2875	G	37260
G2876	G	37800
G2877	G	50520
G2878	G	52020
G2879	G	55500
G2880	G	56760
G2881	G	57180
G2882	G	59580
G2883	G	31800
G2884	G	44160
G2885	G	35340
G2886	G	29280
G2887	G	54480
G2888	G	32340
G2889	G	57840
G2890	G	48120
G2891	G	50640
G2892	G	25920
G2901	G	39060
G2902	G	26460
G2903	G	55500
G2904	G	42300
G2905	G	64200
G2906	G	51840
G2907/G2910	G	28800
G2908/G2909	G	47100
G2911	G	30780
G2912	G	25500
G2913	G	42720
G2914	G	44520
G2915	G	62580
G2916	G	58380
G2921/G2924	G	28380
G2922/G2923	G	55560
G2925/G2928	G	55380
G2926/G2927	G	28680
G2929	G	31440
G2930	G	53340
G2931/G2934	G	53100
G2932/G2933	G	28200
G2935/G2938	G	27000
G2936/G2937	G	53400
G2958/G2959	G	50580
G2967	G	26940
G2969	G	27960
G2978	G	54780
G2981	G	25920
G2982	G	74160
G2984	G	70800
G2989	G	32700
G2990	G	64800
G2991	G	48180
G2992	G	40020
G2993	G	62700
G2994	G	55500
G2995	G	65400
G2996	G	57900
G2997	G	73200
G3001	G	30300
G3002	G	52380
G3003	G	36900
G3004	G	55500
G3005	G	61740
G3006	G	31500
G3007	G	53580
G3008	G	71340
G3701	G	35280
G3702	G	22740
G3703	G	64140
G3704	G	52740
G3721/G3724	G	32400
G3722/G3723	G	49980
G3725/G3728	G	22620
G3726/G3727	G	43140
G3801	G	41340
G3802	G	23220
G4325	G	52500
G4326	G	26340
G4369	G	66960
G4370	G	51360
G4566	G	57000
G5003	G	31200
G5004	G	69720
G5005	G	64080
G5006	G	36000
G5105	G	26580
G5106	G	71280
G5251	G	42000
G5254	G	61740
G5255	G	22980
G5256	G	72000
G5257	G	23520
G5258	G	74400
G5261/G5264	G	62400
G5262/G5263	G	31620
G5265/G5268	G	26220
G5266/G5267	G	39600
G5302	G	25140
G5303	G	68100
G5305/G5308	G	28320
G5306/G5307	G	50520
G5311/G5314	G	29580
G5312/G5313	G	66600
G5387	G	26400
G5388	G	79500
G5393	G	33300
G5394	G	39480
G5395	G	78300
G5396	G	74400
G5397	G	30300
G5398	G	26100
G5399	G	31560
G5400	G	25740
G5601	G	67500
G5602	G	64500
G5603	G	72180
G5604	G	69900
G5605	G	58860
G5606	G	56340
G5607	G	70500
G5608	G	68040
G5609	G	28800
G5610	G	26400
G5611	G	24300
G5612	G	79320
G5613	G	30540
G5614	G	77520
G5620	G	49020
G5621	G	51240
G5622	G	54240
G5623	G	56700
G5624	G	25380
G5625	G	27540
G5626	G	30000
G5627	G	32340
G5628	G	34980
G5629	G	37380
G5630	G	39720
G5631	G	42000
G5632	G	44100
G5633	G	46260
G5634	G	57480
G5635	G	60180
G5636	G	27420
G5637	G	30240
G5638	G	32460
G5639	G	34740
G5640	G	36900
G5641	G	39300
G5642	G	41400
G5643	G	43500
G5644	G	45660
G5645	G	48000
G5646	G	50340
G5647	G	52500
G5648	G	59340
G5649	G	61560
G5650	G	64020
G5651	G	66360
G5652	G	69000
G5653	G	71520
G5654	G	73980
G5655	G	76200
G5801	G	48540
G5802	G	46560
G5803	G	52440
G5804	G	50640
G5805	G	57240
G5806	G	55140
G5807	G	50700
G5808	G	48600
G5809	G	54540
G5810	G	52740
G5813	G	64560
G5814	G	62760
G5815	G	39000
G5816	G	37200
G5817	G	42540
G5818	G	40800
G5819	G	27660
G5820	G	25800
G5821	G	31560
G5822	G	29700
G5823	G	74160
G5824	G	72420
G5825	G	78540
G5826	G	76800
G5827	G	62160
G5828	G	60420
G5829	G	66540
G5830	G	64800
G5831	G	70380
G5832	G	68700
G6001	G	53580
G6002	G	53880
G6011	G	25200
G6012	G	26100
G6013	G	26880
G6014	G	63780
G6015	G	28500
G6016	G	39780
G6017	G	36480
G6018	G	43500
G6019	G	39300
G6020	G	50640
G6021	G	38340
G6022	G	51240
G6024	G	62700
G6025	G	66480
G6026	G	66000
G6027	G	67800
G6029	G	29280
G6030	G	33900
G6031	G	57300
G6032	G	32520
G6033	G	60420
G6034	G	42900
G6035	G	24900
G6036	G	74460
G6037/G6040	G	48600
G6038/G6039	G	65820
G6071/G6074	G	47820
G6072/G6073	G	28320
G6075/G6078	G	38880
G6076/G6077	G	55860
G6101	G	26160
G6103	G	27180
G6105	G	25800
G6107	G	30120
G6108	G	75300
G6110	G	55200
G6111	G	49320
G6112	G	63300
G6113	G	27480
G6114	G	62220
G6116	G	71340
G6117	G	64020
G6118	G	72000
G6119	G	67440
G6120	G	74460
G6122	G	75600
G6123	G	30960
G6124	G	72240
G6125	G	72660
G6126	G	30180
G6129	G	75480
G6130	G	64200
G6131	G	40080
G6132	G	25080
G6134	G	72660
G6141	G	66300
G6142	G	30060
G6145/G6148	G	31920
G6146/G6147	G	50940
G6151	G	40680
G6152	G	58680
G6153	G	33600
G6154	G	49620
G6155/G6158	G	27600
G6156/G6157	G	49200
G6159/G6162	G	37080
G6160/G6161	G	58800
G6163/G6166	G	48240
G6164/G6165	G	25440
G6169	G	45180
G6170	G	26220
G6171	G	25200
G6172	G	42420
G6173	G	60480
G6174	G	32280
G6175	G	52200
G6181/G6184	G	53700
G6182/G6183	G	31620
G6185/G6188	G	26400
G6186/G6187	G	43800
G6201	G	71640
G6202	G	31020
G6203	G	25860
G6204	G	40080
G6205	G	26880
G6206	G	43200
G6207	G	27300
G6208	G	33540
G6209	G	28800
G6210	G	81480
G6211	G	29580
G6212	G	45180
G6213	G	39720
G6214	G	37860
G6215	G	40740
G6216	G	76500
G6217	G	51840
G6219	G	45120
G6222	G	52140
G6223	G	38760
G6224	G	38580
G6225	G	42000
G6229	G	42600
G6230	G	52740
G6231	G	33300
G6232	G	79920
G6234	G	39180
G6236	G	66240
G6237	G	65580
G6238	G	82200
G6241	G	56760
G6242	G	68100
G6243	G	71340
G6244	G	65100
G6246	G	72600
G6248	G	60660
G6250	G	74760
G6251	G	56460
G6253	G	26580
G6258	G	68400
G6260	G	80700
G6262	G	76020
G6263	G	79740
G6264	G	72840
G6265	G	68700
G6266	G	69540
G6270	G	72300
G6271	G	24000
G6272/G6273	G	35700
G6274/G6275	G	54180
G6276	G	73500
G6284/G6285	G	29640
G6286/G6287	G	49920
G6288	G	66480
G6289	G	22200
G6290/G6291	G	28440
G6292	G	46020
G6293	G	58680
G6301/G6304	G	27900
G6302/G6303	G	39900
G6305/G6308	G	32700
G6306/G6307	G	44400
G6309/G6312	G	57060
G6310/G6311	G	69180
G6313/G6316	G	52800
G6314/G6315	G	65280
G6317/G6320	G	25440
G6318/G6319	G	37320
G6321/G6324	G	50040
G6322/G6323	G	61200
G6325/G6328	G	36660
G6326/G6327	G	49260
G6329/G6332	G	61500
G6330/G6331	G	74820
G6337/G6340	G	42000
G6338/G6339	G	58560
G6341/G6344	G	76800
G6342/G6343	G	22080
G6345/G6348	G	74280
G6346/G6347	G	24900
G6381	G	38520
G6382	G	26760
G6383	G	31620
G6384	G	42480
G6385	G	45780
G6386	G	33720
G6387	G	71460
G6388	G	60000
G6389	G	31140
G6390	G	42840
G6391	G	64740
G6392	G	51240
G6401	G	26280
G6402	G	33900
G6403	G	40500
G6404	G	49380
G6405	G	56220
G6406	G	63720
G6407	G	70140
G6408	G	77100
G6410	G	73500
G6411	G	27660
G6412	G	65280
G6414	G	62520
G6415	G	69000
G6416	G	75300
G6417	G	72780
G6419	G	25920
G6420	G	32400
G6451/G6454	G	46800
G6452/G6453	G	35580
G6455/G6458	G	68220
G6456/G6457	G	57420
G6459/G6462	G	37920
G6460/G6461	G	26280
G6463/G6466	G	61320
G6464/G6465	G	49920
G6467/G6470	G	44460
G6468/G6469	G	33600
G6471	G	25560
G6472	G	40740
G6473	G	75900
G6474	G	51180
G6475	G	32820
G6476	G	78300
G6477	G	26640
G6478	G	72600
G6479	G	58440
G6480	G	74880
G6481	G	29400
G6482	G	71400
G6483/G6486	G	25020
G6484/G6485	G	73080
G6487/G6490	G	29100
G6488/G6489	G	77100
G6491/G6494	G	66420
G6492/G6493	G	55320
G6501	G	24480
G6502	G	70200
G6503	G	36000
G6504	G	82200
G6505	G	30660
G6506	G	80400
G6507	G	47640
G6508	G	58680
G6509	G	26580
G6510	G	33000
G6511	G	38460
G6512	G	42780
G6513	G	63720
G6514	G	68400
G6515	G	37620
G6516	G	44760
G6517	G	49740
G6518	G	54540
G6519	G	59580
G6520	G	75240
G6521	G	29280
G6522	G	34680
G6523	G	40440
G6524	G	46260
G6525	G	51000
G6526	G	61740
G6527	G	30960
G6528	G	38160
G6529	G	42900
G6530	G	48300
G6531	G	54000
G6532	G	58380
G6533	G	63300
G6534	G	39120
G6535	G	44100
G6536	G	50040
G6537	G	55500
G6538	G	63300
G6539	G	29940
G6540	G	36300
G6541	G	41040
G6542	G	54840
G6543	G	60720
G6544	G	67140
G6579	G	29640
G6580	G	73260
G6581	G	35340
G6582	G	30300
G6583	G	44760
G6584	G	40500
G6585	G	66660
G6586	G	61020
G6587	G	77520
G6588	G	72120
G6602	G	27840
G6606	G	76260
G6607	G	25860
G6609	G	29220
G6611	G	50280
G6613	G	62640
G6619	G	27720
G6620	G	78180
G6681	G	28440
G6682	G	34440
G6683/G6686	G	58020
G6684/G6685	G	44280
G6687	G	69720
G6695	G	35160
G6696	G	41100
G6697	G	51960
G6698	G	60600
G6699	G	64740
G6700	G	68040
G6701	G	38280
G6702	G	22920
G6703	G	45840
G6704	G	22140
G6705	G	66780
G6706	G	27000
G6708	G	21780
G6709	G	79560
G6712	G	44640
G6713	G	78000
G6714	G	75900
G6715	G	76860
G6716	G	26400
G6717	G	75540
G6718	G	24780
G6719	G	37440
G6720/G6721	G	50100
G6722	G	68160
G6723	G	68760
G6724	G	61980
G6726	G	79140
G6731	G	23520
G6732	G	29340
G6733	G	51780
G6734	G	34140
G6735	G	74700
G6736	G	61380
G6737	G	20040
G6741	G	36900
G6742	G	48720
G6743	G	59700
G6744	G	69060
G6745	G	75840
G6746	G	28320
G6752	G	83520
G6753	G	20520
G6755	G	25380
G6902	G	24720
G6904	G	35580
G6906	G	47700
G6909	G	30900
G6910	G	52500
G6912	G	56880
G6913	G	40380
G6916	G	70020
G6917	G	56340
G6918	G	75600
G6919	G	60000
G6920	G	78840
G6922/G6923	G	32280
G6931	G	23700
G6933	G	27480
G6936	G	69300
G6939	G	64800
G6962	G	61860
G6963	G	67140
G6964	G	63600
G6965	G	33600
G6966	G	28800
G6967	G	47820
G6968	G	50700
G6980	G	23940
G7001	G	25200
G7002	G	24480
G7003	G	28800
G7004	G	28800
G7005	G	32400
G7006	G	32400
G7007	G	36000
G7008	G	36000
G7009	G	39600
G7010	G	39600
G7011	G	43200
G7012	G	43500
G7013	G	46800
G7014	G	46800
G7015	G	50400
G7016	G	50400
G7017	G	54000
G7018	G	54000
G7019	G	57600
G7020	G	57600
G7021	G	61200
G7022	G	61200
G7023	G	64800
G7024	G	64800
G7025	G	68400
G7026	G	68400
G7027	G	72000
G7028	G	72000
G7029	G	20160
G7030	G	75600
G7031	G	21240
G7032	G	21180
G7033	G	25200
G7034	G	25800
G7035	G	23400
G7036	G	29400
G7037	G	24000
G7038	G	32880
G7039	G	26100
G7040	G	35640
G7041	G	56820
G7042	G	36300
G7043	G	25920
G7044	G	38760
G7045	G	34080
G7046	G	44400
G7047	G	36600
G7048	G	44880
G7049	G	42060
G7050	G	52200
G7051	G	43680
G7052	G	56340
G7053	G	47280
G7054	G	58800
G7055	G	50040
G7056	G	62760
G7057	G	52020
G7058	G	65640
G7059	G	54300
G7060/G7061	G	38400
G7062	G	70140
G7063	G	58380
G7064	G	72480
G7065	G	65340
G7066	G	72900
G7067	G	70980
G7068	G	78600
G7069	G	74340
G7070	G	74400
G7071/G7074	G	30120
G7072/G7073	G	20880
G7075/G7078	G	32880
G7076/G7077	G	22800
G7079/G7082	G	39600
G7080/G7081	G	27840
G7083/G7086	G	55260
G7084/G7085	G	31020
G7087/G7090	G	61860
G7088/G7089	G	46440
G7091/G7094	G	67680
G7092/G7093	G	49260
G7099	G	68040
G7100	G	53100
G7101	G	22320
G7102	G	26700
G7103	G	26340
G7104	G	31680
G7105	G	31200
G7106	G	39900
G7107	G	33000
G7108	G	42000
G7109	G	35700
G7110	G	45960
G7111	G	37740
G7112	G	47580
G7113	G	39300
G7114	G	50820
G7115	G	48780
G7116	G	58440
G7117	G	52860
G7119	G	58680
G7120	G	65340
G7121	G	61500
G7122	G	68640
G7123	G	66780
G7124	G	70440
G7126	G	73800
G7127	G	48240
G7128	G	76200
G7130	G	63000
G7131/G7134	G	37800
G7132/G7133	G	34860
G7135/G7138	G	44580
G7136/G7137	G	37740
G7139/G7142	G	47280
G7140/G7141	G	54240
G7143/G7146	G	49920
G7144/G7145	G	61500
G7147/G7150	G	25380
G7148/G7149	G	48900
G7152/G7153	G	56880
G7155/G7158	G	58560
G7156/G7157	G	66360
G7159/G7162	G	32100
G7163/G7166	G	62040
G7164/G7165	G	47280
G7167/G7170	G	27300
G7168/G7169	G	56580
G7171/G7174	G	50460
G7180	G	36300
G7185/G7188	G	30960
G7186/G7187	G	54720
G7190	G	71400
G7191	G	36180
G7192	G	54240
G7193	G	42300
G7194	G	26640
G7195/G7198	G	47220
G7196/G7197	G	60240
G7199	G	53100
G7200	G	48900
G7201	G	37620
G7202	G	33420
G7203	G	24780
G7205	G	33840
G7206	G	30300
G7207	G	66360
G7208	G	62460
G7209	G	26760
G7210	G	79980
G7211	G	23700
G7212	G	80700
G7213	G	24000
G7214	G	76800
G7215	G	24600
G7217/G7220	G	69120
G7218/G7219	G	55740
G7221/G7224	G	29160
G7222/G7223	G	60720
G7225/G7228	G	26880
G7226/G7227	G	70620
G7229	G	46740
G7231/G7234	G	44940
G7232/G7233	G	29700
G7236/G7237	G	37680
G7239/G7242	G	55320
G7240/G7241	G	39240
G7243/G7246	G	55800
G7244/G7245	G	42780
G7247/G7250	G	60240
G7248/G7249	G	47640
G7251/G7254	G	67020
G7252/G7253	G	56640
G7255/G7258	G	27780
G7256/G7257	G	63180
G7259/G7262	G	28560
G7260/G7261	G	69120
G7263/G7266	G	52620
G7264/G7265	G	40800
G7267/G7270	G	55800
G7268/G7269	G	29100
G7271/G7274	G	24120
G7272/G7273	G	67320
G7275/G7278	G	66720
G7276/G7277	G	51480
G7281/G7284	G	55920
G7282/G7283	G	41580
G7285/G7288	G	60960
G7286/G7287	G	74100
G7289	G	26880
G7290	G	66660
G7291/G7294	G	25320
G7292/G7293	G	63780
G7295/G7298	G	57240
G7296/G7297	G	45600
G7299	G	32820
G7300	G	71460
G7301	G	48600
G7303	G	58920
G7304	G	33720
G7305	G	62820
G7306	G	34320
G7307	G	65220
G7308	G	46980
G7310	G	57540
G7311	G	39180
G7312	G	59100
G7313	G	24420
G7314	G	62880
G7315	G	46260
G7316	G	29820
G7317	G	29100
G7318	G	49680
G7319	G	34680
G7320	G	42120
G7321	G	58620
G7322	G	43680
G7323	G	47700
G7324	G	32100
G7325	G	30600
G7326	G	46980
G7328	G	25320
G7329	G	61200
G7330	G	23880
G7331	G	22500
G7332	G	28500
G7333	G	23280
G7334	G	41040
G7335	G	45000
G7336	G	50280
G7337	G	55920
G7338	G	62700
G7339	G	66900
G7340	G	66840
G7341	G	21600
G7342	G	74880
G7343	G	67680
G7344	G	23640
G7345	G	46800
G7346	G	31320
G7347	G	51900
G7348	G	40740
G7349	G	27000
G7350	G	63000
G7351/G7354	G	41640
G7352/G7353	G	51780
G7355	G	77400
G7356/G7357	G	25500
G7358	G	22200
G7359	G	64260
G7360	G	72000
G7361	G	21000
G7362	G	69780
G7364	G	27540
G7365	G	58020
G7366	G	67560
G7367/G7370	G	64380
G7368/G7369	G	28680
G7371/G7374	G	51000
G7372/G7373	G	23220
G7375/G7378	G	34020
G7376/G7377	G	51060
G7381	G	69060
G7382	G	26100
G7383	G	74700
G7385/G7388	G	51360
G7386/G7387	G	29460
G7389	G	27180
G7390	G	44160
G7391/G7394	G	65880
G7392/G7393	G	27180
G7395/G7398	G	26820
G7396/G7397	G	65820
G7402	G	25800
G7403	G	38460
G7409/G7412	G	24840
G7410/G7411	G	73800
G7413	G	27600
G7416	G	50100
G7417	G	47400
G7419	G	59400
G7427/G7430	G	61200
G7428/G7429	G	42720
G7431/G7434	G	24780
G7432/G7433	G	54120
G7451	G	59040
G7452	G	27180
G7453	G	43260
G7454	G	47340
G7455/G7458	G	30000
G7456/G7457	G	58320
G7461	G	39840
G7462	G	71340
G7463	G	64140
G7464	G	54240
G7465	G	61080
G7466	G	74280
G7467	G	35460
G7468	G	47580
G7472	G	30180
G7473/G7476	G	63360
G7474/G7475	G	31260
G7477/G7480	G	30660
G7478/G7479	G	47940
G7481/G7484	G	55260
G7482/G7483	G	23820
G7485/G7488	G	54840
G7486/G7487	G	32820
G7491/G7494	G	54600
G7492/G7493	G	24120
G7495/G7498	G	44340
G7496/G7497	G	65220
G7501	G	24600
G7502	G	25560
G7503	G	26040
G7504	G	23340
G7505	G	25980
G7506	G	27360
G7507	G	29760
G7508	G	33900
G7509	G	39480
G7510	G	41040
G7511	G	43680
G7512	G	44880
G7514	G	47640
G7515	G	50400
G7516	G	42360
G7517	G	53760
G7518	G	55680
G7520	G	58500
G7521	G	60180
G7522	G	63600
G7525	G	64680
G7527	G	73200
G7528	G	67080
G7529	G	74100
G7530	G	25020
G7532	G	27900
G7533	G	60780
G7534	G	24780
G7535	G	68460
G7536	G	69720
G7537	G	41340
G7538	G	60240
G7539	G	49980
G7540	G	30360
G7541	G	21600
G7542	G	42480
G7543	G	25620
G7545	G	56820
G7546	G	40800
G7549	G	29400
G7550	G	50700
G7551	G	70860
G7552	G	22260
G7553	G	76260
G7554	G	24180
G7555	G	75900
G7556	G	24480
G7557	G	70080
G7558	G	25140
G7559	G	48900
G7560	G	55740
G7561	G	69360
G7562	G	32100
G7563/G7566	G	49800
G7564/G7565	G	30840
G7567	G	48660
G7568	G	28800
G7569	G	70980
G7570	G	27000
G7571/G7574	G	43920
G7572/G7573	G	22920
G7575/G7578	G	38160
G7576/G7577	G	25560
G7581	G	31920
G7582	G	56640
G7583	G	48240
G7584	G	60780
G7585	G	57960
G7586	G	27720
G7589	G	24780
G7590	G	60120
G7591/G7594	G	27120
G7592/G7593	G	45780
G7595/G7598	G	37560
G7596/G7597	G	58380
G7599	G	27780
G7600	G	50520
G7603	G	67800
G7604	G	43620
G7605	G	29820
G7608	G	46680
G7609	G	49980
G7610	G	62700
G7611	G	25500
G7613	G	58740
G7615/G7618	G	56100
G7616/G7617	G	35880
G7619	G	31140
G7620	G	61740
G7621	G	49440
G7622	G	53640
G7625	G	24600
G7626	G	56700
G7627	G	26100
G7628	G	69900
G7629	G	66840
G7630	G	68880
G7631/G7634	G	45900
G7632/G7633	G	29280
G7635/G7638	G	27480
G7636/G7637	G	59580
G7641	G	25980
G7642	G	59100
G7643	G	25620
G7644	G	60780
