idHotel	name	description	price	id	guest_capacity	room_type
4604	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	341	11458	2	DOUBLE
4604	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	737	11459	3	SUITE
4605	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	285	11460	2	DOUBLE
4605	标准间	标准间，简洁整洁，设施完备，高性价比之选。	202	11461	2	STANDARD
4605	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	861	11462	3	SUITE
4606	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	440	11463	2	DOUBLE
4606	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	767	11464	3	SUITE
4606	标准间	标准间，简洁整洁，设施完备，高性价比之选。	185	11465	2	STANDARD
4607	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	403	11466	2	DOUBLE
4607	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	672	11467	3	SUITE
4608	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	785	11468	3	SUITE
4608	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	433	11469	2	DOUBLE
4608	标准间	标准间，简洁整洁，设施完备，高性价比之选。	191	11470	2	STANDARD
4609	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	333	11471	2	DOUBLE
4609	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	649	11472	3	SUITE
4610	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	789	11473	3	SUITE
4610	标准间	标准间，简洁整洁，设施完备，高性价比之选。	296	11474	2	STANDARD
4611	标准间	标准间，简洁整洁，设施完备，高性价比之选。	268	11475	2	STANDARD
4611	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	361	11476	2	DOUBLE
4611	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	627	11477	3	SUITE
4612	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	483	11478	3	SUITE
4612	标准间	标准间，简洁整洁，设施完备，高性价比之选。	211	11479	2	STANDARD
4612	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	371	11480	2	DOUBLE
4613	标准间	标准间，简洁整洁，设施完备，高性价比之选。	311	11481	2	STANDARD
4613	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	262	11482	2	DOUBLE
4614	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	400	11483	2	DOUBLE
4614	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	779	11484	3	SUITE
4614	标准间	标准间，简洁整洁，设施完备，高性价比之选。	303	11485	2	STANDARD
4615	标准间	标准间，简洁整洁，设施完备，高性价比之选。	302	11486	2	STANDARD
4615	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	672	11487	3	SUITE
4615	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	283	11488	2	DOUBLE
4616	标准间	标准间，简洁整洁，设施完备，高性价比之选。	280	11489	2	STANDARD
4616	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	310	11490	2	DOUBLE
4617	标准间	标准间，简洁整洁，设施完备，高性价比之选。	303	11491	2	STANDARD
4617	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	820	11492	3	SUITE
4618	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	297	11493	2	DOUBLE
4618	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	621	11494	3	SUITE
4619	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	870	11495	3	SUITE
4619	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	450	11496	2	DOUBLE
4619	标准间	标准间，简洁整洁，设施完备，高性价比之选。	300	11497	2	STANDARD
4620	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	328	11498	2	DOUBLE
4620	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	873	11499	3	SUITE
4620	标准间	标准间，简洁整洁，设施完备，高性价比之选。	305	11500	2	STANDARD
4621	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	712	11501	3	SUITE
4621	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	367	11502	2	DOUBLE
4621	标准间	标准间，简洁整洁，设施完备，高性价比之选。	203	11503	2	STANDARD
4622	标准间	标准间，简洁整洁，设施完备，高性价比之选。	221	11504	2	STANDARD
4622	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	382	11505	2	DOUBLE
4623	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	458	11506	2	DOUBLE
4623	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	712	11507	3	SUITE
4623	标准间	标准间，简洁整洁，设施完备，高性价比之选。	200	11508	2	STANDARD
4624	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	338	11509	2	DOUBLE
4624	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	752	11510	3	SUITE
4625	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	536	11511	3	SUITE
4625	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	372	11512	2	DOUBLE
4625	标准间	标准间，简洁整洁，设施完备，高性价比之选。	248	11513	2	STANDARD
4626	标准间	标准间，简洁整洁，设施完备，高性价比之选。	185	11514	2	STANDARD
4626	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	315	11515	2	DOUBLE
4626	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	780	11516	3	SUITE
4627	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	626	11517	3	SUITE
4627	标准间	标准间，简洁整洁，设施完备，高性价比之选。	277	11518	2	STANDARD
4628	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	489	11519	3	SUITE
4628	标准间	标准间，简洁整洁，设施完备，高性价比之选。	310	11520	2	STANDARD
4628	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	399	11521	2	DOUBLE
4629	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	756	11522	3	SUITE
4629	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	265	11523	2	DOUBLE
4629	标准间	标准间，简洁整洁，设施完备，高性价比之选。	246	11524	2	STANDARD
4630	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	509	11525	3	SUITE
4630	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	291	11526	2	DOUBLE
4631	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	436	11527	2	DOUBLE
4631	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	509	11528	3	SUITE
4632	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	260	11529	2	DOUBLE
4632	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	637	11530	3	SUITE
4633	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	309	11531	2	DOUBLE
4633	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	493	11532	3	SUITE
4634	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	418	11533	2	DOUBLE
4634	标准间	标准间，简洁整洁，设施完备，高性价比之选。	247	11534	2	STANDARD
4634	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	686	11535	3	SUITE
4635	标准间	标准间，简洁整洁，设施完备，高性价比之选。	244	11536	2	STANDARD
4635	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	788	11537	3	SUITE
4636	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	701	11538	3	SUITE
4636	标准间	标准间，简洁整洁，设施完备，高性价比之选。	297	11539	2	STANDARD
4636	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	261	11540	2	DOUBLE
4637	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	684	11541	3	SUITE
4637	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	446	11542	2	DOUBLE
4637	标准间	标准间，简洁整洁，设施完备，高性价比之选。	216	11543	2	STANDARD
4638	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	373	11544	2	DOUBLE
4638	标准间	标准间，简洁整洁，设施完备，高性价比之选。	305	11545	2	STANDARD
4639	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	459	11546	2	DOUBLE
4639	标准间	标准间，简洁整洁，设施完备，高性价比之选。	193	11547	2	STANDARD
4640	标准间	标准间，简洁整洁，设施完备，高性价比之选。	284	11548	2	STANDARD
4640	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	655	11549	3	SUITE
4640	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	298	11550	2	DOUBLE
4641	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	863	11551	3	SUITE
4641	标准间	标准间，简洁整洁，设施完备，高性价比之选。	207	11552	2	STANDARD
4642	标准间	标准间，简洁整洁，设施完备，高性价比之选。	246	11553	2	STANDARD
4642	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	534	11554	3	SUITE
4643	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	373	11555	2	DOUBLE
4643	标准间	标准间，简洁整洁，设施完备，高性价比之选。	227	11556	2	STANDARD
4643	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	517	11557	3	SUITE
4644	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	324	11558	2	DOUBLE
4644	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	567	11559	3	SUITE
4645	标准间	标准间，简洁整洁，设施完备，高性价比之选。	255	11560	2	STANDARD
4645	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	468	11561	2	DOUBLE
4646	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	317	11562	2	DOUBLE
4646	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	806	11563	3	SUITE
4647	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	618	11564	3	SUITE
4647	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	373	11565	2	DOUBLE
4647	标准间	标准间，简洁整洁，设施完备，高性价比之选。	308	11566	2	STANDARD
4648	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	713	11567	3	SUITE
4648	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	304	11568	2	DOUBLE
4649	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	274	11569	2	DOUBLE
4649	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	798	11570	3	SUITE
4649	标准间	标准间，简洁整洁，设施完备，高性价比之选。	295	11571	2	STANDARD
4650	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	335	11572	2	DOUBLE
4650	标准间	标准间，简洁整洁，设施完备，高性价比之选。	257	11573	2	STANDARD
4651	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	846	11574	3	SUITE
4651	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	291	11575	2	DOUBLE
4651	标准间	标准间，简洁整洁，设施完备，高性价比之选。	282	11576	2	STANDARD
4652	标准间	标准间，简洁整洁，设施完备，高性价比之选。	187	11577	2	STANDARD
4652	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	782	11578	3	SUITE
4652	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	366	11579	2	DOUBLE
4653	标准间	标准间，简洁整洁，设施完备，高性价比之选。	262	11580	2	STANDARD
4653	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	729	11581	3	SUITE
4653	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	442	11582	2	DOUBLE
4654	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	685	11583	3	SUITE
4654	标准间	标准间，简洁整洁，设施完备，高性价比之选。	262	11584	2	STANDARD
4654	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	468	11585	2	DOUBLE
4655	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	570	11586	3	SUITE
4655	标准间	标准间，简洁整洁，设施完备，高性价比之选。	266	11587	2	STANDARD
4655	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	361	11588	2	DOUBLE
4656	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	460	11589	2	DOUBLE
4656	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	801	11590	3	SUITE
4657	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	460	11591	2	DOUBLE
4657	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	773	11592	3	SUITE
4657	标准间	标准间，简洁整洁，设施完备，高性价比之选。	191	11593	2	STANDARD
4658	标准间	标准间，简洁整洁，设施完备，高性价比之选。	306	11594	2	STANDARD
4658	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	585	11595	3	SUITE
4658	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	263	11596	2	DOUBLE
4659	标准间	标准间，简洁整洁，设施完备，高性价比之选。	284	11597	2	STANDARD
4659	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	801	11598	3	SUITE
4660	标准间	标准间，简洁整洁，设施完备，高性价比之选。	210	11599	2	STANDARD
4660	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	754	11600	3	SUITE
4660	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	443	11601	2	DOUBLE
4661	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	609	11602	3	SUITE
4661	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	450	11603	2	DOUBLE
4661	标准间	标准间，简洁整洁，设施完备，高性价比之选。	255	11604	2	STANDARD
4662	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	432	11605	2	DOUBLE
4662	标准间	标准间，简洁整洁，设施完备，高性价比之选。	307	11606	2	STANDARD
4663	标准间	标准间，简洁整洁，设施完备，高性价比之选。	318	11607	2	STANDARD
4663	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	725	11608	3	SUITE
4664	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	363	11609	2	DOUBLE
4664	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	644	11610	3	SUITE
4665	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	446	11611	2	DOUBLE
4665	标准间	标准间，简洁整洁，设施完备，高性价比之选。	209	11612	2	STANDARD
4666	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	324	11613	2	DOUBLE
4666	标准间	标准间，简洁整洁，设施完备，高性价比之选。	207	11614	2	STANDARD
4666	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	518	11615	3	SUITE
4667	标准间	标准间，简洁整洁，设施完备，高性价比之选。	241	11616	2	STANDARD
4667	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	410	11617	2	DOUBLE
4667	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	778	11618	3	SUITE
4668	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	281	11619	2	DOUBLE
4668	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	533	11620	3	SUITE
4669	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	516	11621	3	SUITE
4669	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	260	11622	2	DOUBLE
4669	标准间	标准间，简洁整洁，设施完备，高性价比之选。	318	11623	2	STANDARD
4670	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	607	11624	3	SUITE
4670	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	479	11625	2	DOUBLE
4670	标准间	标准间，简洁整洁，设施完备，高性价比之选。	186	11626	2	STANDARD
4671	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	429	11627	2	DOUBLE
4671	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	762	11628	3	SUITE
4672	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	267	11629	2	DOUBLE
4672	标准间	标准间，简洁整洁，设施完备，高性价比之选。	199	11630	2	STANDARD
4672	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	814	11631	3	SUITE
4673	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	384	11632	2	DOUBLE
4673	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	767	11633	3	SUITE
4673	标准间	标准间，简洁整洁，设施完备，高性价比之选。	217	11634	2	STANDARD
4674	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	453	11635	2	DOUBLE
4674	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	665	11636	3	SUITE
4675	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	489	11637	3	SUITE
4675	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	276	11638	2	DOUBLE
4675	标准间	标准间，简洁整洁，设施完备，高性价比之选。	244	11639	2	STANDARD
4676	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	760	11640	3	SUITE
4676	标准间	标准间，简洁整洁，设施完备，高性价比之选。	187	11641	2	STANDARD
4676	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	383	11642	2	DOUBLE
4677	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	560	11643	3	SUITE
4677	标准间	标准间，简洁整洁，设施完备，高性价比之选。	232	11644	2	STANDARD
4678	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	336	11645	2	DOUBLE
4678	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	720	11646	3	SUITE
4679	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	706	11647	3	SUITE
4679	标准间	标准间，简洁整洁，设施完备，高性价比之选。	219	11648	2	STANDARD
4680	标准间	标准间，简洁整洁，设施完备，高性价比之选。	180	11649	2	STANDARD
4680	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	859	11650	3	SUITE
4680	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	338	11651	2	DOUBLE
4681	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	631	11652	3	SUITE
4681	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	379	11653	2	DOUBLE
4682	标准间	标准间，简洁整洁，设施完备，高性价比之选。	252	11654	2	STANDARD
4682	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	336	11655	2	DOUBLE
4682	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	822	11656	3	SUITE
4683	标准间	标准间，简洁整洁，设施完备，高性价比之选。	183	11657	2	STANDARD
4683	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	311	11658	2	DOUBLE
4683	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	505	11659	3	SUITE
4684	标准间	标准间，简洁整洁，设施完备，高性价比之选。	191	11660	2	STANDARD
4684	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	593	11661	3	SUITE
4685	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	475	11662	2	DOUBLE
4685	标准间	标准间，简洁整洁，设施完备，高性价比之选。	320	11663	2	STANDARD
4686	标准间	标准间，简洁整洁，设施完备，高性价比之选。	283	11664	2	STANDARD
4686	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	719	11665	3	SUITE
4686	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	326	11666	2	DOUBLE
4687	标准间	标准间，简洁整洁，设施完备，高性价比之选。	185	11667	2	STANDARD
4687	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	380	11668	2	DOUBLE
4687	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	602	11669	3	SUITE
4688	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	696	11670	3	SUITE
4688	标准间	标准间，简洁整洁，设施完备，高性价比之选。	264	11671	2	STANDARD
4688	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	451	11672	2	DOUBLE
4689	标准间	标准间，简洁整洁，设施完备，高性价比之选。	232	11673	2	STANDARD
4689	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	401	11674	2	DOUBLE
4689	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	806	11675	3	SUITE
4690	标准间	标准间，简洁整洁，设施完备，高性价比之选。	240	11676	2	STANDARD
4690	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	782	11677	3	SUITE
4690	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	465	11678	2	DOUBLE
4691	标准间	标准间，简洁整洁，设施完备，高性价比之选。	225	11679	2	STANDARD
4691	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	321	11680	2	DOUBLE
4692	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	598	11681	3	SUITE
4692	标准间	标准间，简洁整洁，设施完备，高性价比之选。	294	11682	2	STANDARD
4692	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	421	11683	2	DOUBLE
4693	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	605	11684	3	SUITE
4693	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	358	11685	2	DOUBLE
4694	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	782	11686	3	SUITE
4694	标准间	标准间，简洁整洁，设施完备，高性价比之选。	220	11687	2	STANDARD
4694	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	454	11688	2	DOUBLE
4695	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	794	11689	3	SUITE
4695	标准间	标准间，简洁整洁，设施完备，高性价比之选。	183	11690	2	STANDARD
4695	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	292	11691	2	DOUBLE
4696	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	543	11692	3	SUITE
4696	标准间	标准间，简洁整洁，设施完备，高性价比之选。	299	11693	2	STANDARD
4697	标准间	标准间，简洁整洁，设施完备，高性价比之选。	217	11694	2	STANDARD
4697	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	687	11695	3	SUITE
4697	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	278	11696	2	DOUBLE
4698	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	300	11697	2	DOUBLE
4698	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	642	11698	3	SUITE
4698	标准间	标准间，简洁整洁，设施完备，高性价比之选。	254	11699	2	STANDARD
4699	标准间	标准间，简洁整洁，设施完备，高性价比之选。	314	11700	2	STANDARD
4699	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	746	11701	3	SUITE
4699	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	402	11702	2	DOUBLE
4700	标准间	标准间，简洁整洁，设施完备，高性价比之选。	216	11703	2	STANDARD
4700	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	601	11704	3	SUITE
4700	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	378	11705	2	DOUBLE
4701	标准间	标准间，简洁整洁，设施完备，高性价比之选。	239	11706	2	STANDARD
4701	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	622	11707	3	SUITE
4701	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	454	11708	2	DOUBLE
4702	标准间	标准间，简洁整洁，设施完备，高性价比之选。	314	11709	2	STANDARD
4702	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	682	11710	3	SUITE
4703	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	473	11711	2	DOUBLE
4703	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	746	11712	3	SUITE
4703	标准间	标准间，简洁整洁，设施完备，高性价比之选。	208	11713	2	STANDARD
4704	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	291	11714	2	DOUBLE
4704	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	515	11715	3	SUITE
4704	标准间	标准间，简洁整洁，设施完备，高性价比之选。	226	11716	2	STANDARD
4705	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	803	11717	3	SUITE
4705	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	437	11718	2	DOUBLE
4705	标准间	标准间，简洁整洁，设施完备，高性价比之选。	229	11719	2	STANDARD
4706	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	307	11720	2	DOUBLE
4706	标准间	标准间，简洁整洁，设施完备，高性价比之选。	288	11721	2	STANDARD
4707	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	653	11722	3	SUITE
4707	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	464	11723	2	DOUBLE
4708	标准间	标准间，简洁整洁，设施完备，高性价比之选。	185	11724	2	STANDARD
4708	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	721	11725	3	SUITE
4709	标准间	标准间，简洁整洁，设施完备，高性价比之选。	189	11726	2	STANDARD
4709	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	568	11727	3	SUITE
4710	标准间	标准间，简洁整洁，设施完备，高性价比之选。	201	11728	2	STANDARD
4710	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	431	11729	2	DOUBLE
4711	标准间	标准间，简洁整洁，设施完备，高性价比之选。	275	11730	2	STANDARD
4711	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	684	11731	3	SUITE
4711	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	388	11732	2	DOUBLE
4712	标准间	标准间，简洁整洁，设施完备，高性价比之选。	252	11733	2	STANDARD
4712	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	367	11734	2	DOUBLE
4712	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	781	11735	3	SUITE
4713	标准间	标准间，简洁整洁，设施完备，高性价比之选。	291	11736	2	STANDARD
4713	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	642	11737	3	SUITE
4713	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	434	11738	2	DOUBLE
4714	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	539	11739	3	SUITE
4714	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	476	11740	2	DOUBLE
4715	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	504	11741	3	SUITE
4715	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	452	11742	2	DOUBLE
4716	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	660	11743	3	SUITE
4716	标准间	标准间，简洁整洁，设施完备，高性价比之选。	267	11744	2	STANDARD
4716	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	377	11745	2	DOUBLE
4717	标准间	标准间，简洁整洁，设施完备，高性价比之选。	259	11746	2	STANDARD
4717	行政套房	行政套房，空间宽敞，配套齐全，尊享舒适入住体验。	640	11747	3	SUITE
4717	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	272	11748	2	DOUBLE
4718	大床房	大床房，配备舒适大床，温馨静谧，适合休闲度假。	264	11749	2	DOUBLE
